Longitude,Latitude,Depth,OriginTime,Mag,x,y,z
 46.5990, 38.4420,  4.1000,2012-08-28T12:25:58.500000Z,  1.9000,-13.1827, 21.3234,  4.1000
 46.7060, 38.3840, 12.5000,2012-08-28T14:34:06.400000Z,  1.7000, -3.8444, 14.8753, 12.5000
 46.7440, 38.4260, 19.9000,2012-08-28T17:46:31.100000Z,  3.3000, -0.5239, 19.5365, 19.9000
 46.6540, 38.4130, 19.9000,2012-08-28T17:58:51.700000Z,  3.6000, -8.3844, 18.0978, 19.9000
 46.6430, 38.3850, 16.5000,2012-08-28T18:21:13.600000Z,  1.9000, -9.3487, 14.9908, 16.5000
 46.6460, 38.4230, 14.0000,2012-08-28T19:01:46.200000Z,  1.2000, -9.0819, 19.2086, 14.0000
 46.6670, 38.4140,  5.8000,2012-08-28T20:32:12.100000Z,  1.9000, -7.2489, 18.2077,  5.8000
 46.6050, 38.4160, 20.0000,2012-08-29T00:27:04.800000Z,  2.4000,-12.6635, 18.4364, 20.0000
 46.8660, 38.4350, 31.1000,2012-08-29T01:01:26.100000Z,  1.6000, 10.1281, 20.5419, 31.1000
 46.6840, 38.4920,  4.3000,2012-08-29T08:56:38.600000Z,  2.6000, -5.7580, 26.8649,  4.3000
 46.6690, 38.4090, 17.4000,2012-08-29T10:43:12.700000Z,  2.2000, -7.0747, 17.6525, 17.4000
 46.6520, 38.4190, 19.1000,2012-08-29T11:46:27.300000Z,  3.9000, -8.5584, 18.7640, 19.1000
 46.6920, 38.4200, 21.5000,2012-08-29T12:10:30.700000Z,  2.4000, -5.0651, 18.8721, 21.5000
 46.8350, 38.4120, 22.6000,2012-08-29T13:32:44.100000Z,  1.8000,  7.4238, 17.9859, 22.6000
 46.7970, 38.3650, 14.7000,2012-08-29T13:46:42.100000Z,  2.1000,  4.1076, 12.7663, 14.7000
 46.6350, 38.4010, 19.4000,2012-08-29T18:30:50.000000Z,  1.8000,-10.0455, 16.7677, 19.4000
 46.6530, 38.4390, 17.8000,2012-08-30T03:42:46.200000Z,  2.4000, -8.4687, 20.9840, 17.8000
 46.6960, 38.4320, 11.4000,2012-08-30T06:25:50.200000Z,  2.7000, -4.7150, 20.2039, 11.4000
 46.8740, 38.4380, 13.9000,2012-08-30T06:30:42.600000Z,  2.6000, 10.8262, 20.8758, 13.9000
 46.6890, 38.4420,  8.7000,2012-08-30T06:45:56.300000Z,  1.9000, -5.3255, 21.3144,  8.7000
 46.8870, 38.4520, 13.6000,2012-08-30T10:16:09.800000Z,  2.8000, 11.9589, 22.4315, 13.6000
 46.6750, 38.4340, 19.3000,2012-08-30T11:33:16.600000Z,  2.3000, -6.5484, 20.4272, 19.3000
 46.5840, 38.4880,  9.3000,2012-08-30T21:03:18.200000Z,  2.7000,-14.4831, 26.4319,  9.3000
 46.5820, 38.4460, 18.2000,2012-08-30T21:43:49.000000Z,  1.8000,-14.6661, 21.7700, 18.2000
 46.9430, 38.4860, 11.7000,2012-08-31T02:58:32.900000Z,  2.1000, 16.8393, 26.2145, 11.7000
 46.6100, 38.4320, 20.0000,2012-08-31T04:00:59.000000Z,  2.5000,-12.2241, 20.2118, 20.0000
 46.7240, 38.5140, 16.5000,2012-08-31T09:08:19.300000Z,  2.2000, -2.2676, 29.3054, 16.5000
 46.7350, 38.3750, 10.1000,2012-08-31T11:14:26.100000Z,  2.1000, -1.3108, 13.8754, 10.1000
 46.6720, 38.3730, 12.5000,2012-08-31T11:31:18.300000Z,  2.1000, -6.8161, 13.6562, 12.5000
 46.7570, 38.3710,  4.2000,2012-08-31T20:16:00.400000Z,  1.9000,  0.6117, 13.4313,  4.2000
 46.6370, 38.4460, 10.0000,2012-08-31T21:14:55.200000Z,  1.4000, -9.8647, 21.7627, 10.0000
 46.7160, 38.4010, 26.2000,2012-08-31T22:41:14.200000Z,  1.4000, -2.9700, 16.7620, 26.2000
 46.7340, 38.3980, 24.0000,2012-08-31T22:52:20.700000Z,  2.4000, -1.3977, 16.4285, 24.0000
 46.7970, 38.3620,  7.1000,2012-09-01T00:58:21.500000Z,  1.4000,  4.1078, 12.4333,  7.1000
 46.6370, 38.3800,  4.3000,2012-09-01T01:44:29.000000Z,  1.5000, -9.8736, 14.4364,  4.3000
 46.6790, 38.3590, 10.9000,2012-09-01T02:01:47.100000Z,  1.4000, -6.2056, 12.1016, 10.9000
 46.7920, 38.3840, 18.9000,2012-09-01T05:04:03.700000Z,  3.5000,  3.6696, 14.8752, 18.9000
 46.7540, 38.4310, 18.1000,2012-09-01T06:20:20.600000Z,  3.0000,  0.3493, 20.0916, 18.1000
 46.6250, 38.4480, 12.3000,2012-09-01T06:22:17.200000Z,  2.4000,-10.9120, 21.9860, 12.3000
 46.6110, 38.4380, 15.2000,2012-09-01T06:36:36.500000Z,  2.6000,-12.1358, 20.8777, 15.2000
 46.6990, 38.3630, 14.2000,2012-09-01T07:12:11.700000Z,  2.2000, -4.4573, 12.5445, 14.2000
 46.6970, 38.4010, 19.2000,2012-09-01T13:21:57.400000Z,  2.3000, -4.6297, 16.7627, 19.2000
 46.9160, 38.4750, 20.0000,2012-09-01T14:26:05.100000Z,  1.9000, 14.4857, 24.9888, 20.0000
 46.9440, 38.3350, 10.2000,2012-09-01T16:38:47.000000Z,  1.6000, 16.9617,  9.4530, 10.2000
 46.8460, 38.3940, 13.7000,2012-09-01T17:48:09.800000Z,  1.7000,  8.3866, 15.9887, 13.7000
 46.7310, 38.3890, 16.3000,2012-09-01T17:51:48.000000Z,  1.7000, -1.6600, 15.4295, 16.3000
 46.6540, 38.3640,  4.1000,2012-09-01T19:26:16.600000Z,  1.6000, -8.3901, 12.6586,  4.1000
 46.7660, 38.3720, 18.6000,2012-09-01T19:37:58.200000Z,  1.7000,  1.3982, 13.5424, 18.6000
 46.7700, 38.3860, 18.5000,2012-09-01T19:51:35.200000Z,  2.0000,  1.7474, 15.0965, 18.5000
 46.7780, 38.3720, 17.2000,2012-09-01T20:59:34.000000Z,  2.8000,  2.4468, 13.5427, 17.2000
 46.8150, 38.3770, 19.3000,2012-09-01T21:16:10.900000Z,  1.1000,  5.6798, 14.0993, 19.3000
 46.7120, 38.4150, 17.4000,2012-09-01T22:17:44.500000Z,  2.3000, -3.3187, 18.3162, 17.4000
 46.9150, 38.3110, 10.9000,2012-09-02T01:33:44.700000Z,  1.6000, 14.4309,  6.7840, 10.9000
 46.8640, 38.4030, 17.5000,2012-09-02T02:53:47.300000Z,  3.4000,  9.9579, 16.9896, 17.5000
 46.7670, 38.4190, 19.7000,2012-09-02T04:11:25.900000Z,  2.9000,  1.4846, 18.7596, 19.7000
 46.7730, 38.4220, 16.3000,2012-09-02T08:50:11.300000Z,  4.2000,  2.0085, 19.0928, 16.3000
 46.7720, 38.4070, 17.0000,2012-09-02T09:03:16.600000Z,  3.4000,  1.9216, 17.4277, 17.0000
 46.7020, 38.4350, 29.3000,2012-09-02T09:24:34.700000Z,  2.7000, -4.1909, 20.5367, 29.3000
 46.6580, 38.3930, 20.0000,2012-09-02T11:11:50.700000Z,  3.1000, -8.0373, 15.8774, 20.0000
 46.6860, 38.3970, 17.8000,2012-09-02T13:44:03.500000Z,  3.0000, -5.5908, 16.3193, 17.8000
 46.7540, 38.4030, 20.0000,2012-09-02T14:22:20.600000Z,  2.0000,  0.3494, 16.9834, 20.0000
 46.7890, 38.3650, 10.4000,2012-09-02T15:36:24.300000Z,  1.9000,  3.4084, 12.7660, 10.4000
 46.7010, 38.4450, 24.2000,2012-09-02T21:26:29.500000Z,  1.8000, -4.2777, 21.6468, 24.2000
 46.7260, 38.2320,  7.6000,2012-09-02T23:16:42.400000Z,  2.4000, -2.1013, -1.9977,  7.6000
 46.6540, 38.4270, 15.5000,2012-09-03T04:43:10.000000Z,  2.9000, -8.3828, 19.6519, 15.5000
 46.7020, 38.3970, 23.7000,2012-09-03T05:58:14.800000Z,  2.5000, -4.1931, 16.3185, 23.7000
 46.8280, 38.3640, 15.4000,2012-09-03T13:59:29.900000Z,  2.2000,  6.8169, 12.6571, 15.4000
 46.8120, 38.3480,  9.5000,2012-09-03T14:19:24.800000Z,  1.9000,  5.4198, 10.8800,  9.5000
 46.7180, 38.3770, 20.0000,2012-09-03T16:21:10.800000Z,  2.1000, -2.7962, 14.0978, 20.0000
 46.8690, 38.3950, 19.9000,2012-09-03T16:29:58.800000Z,  1.8000, 10.3958, 16.1021, 19.9000
 46.8450, 38.4100, 20.0000,2012-09-03T17:17:11.400000Z,  2.2000,  8.2974, 17.7647, 20.0000
 46.8680, 38.4170, 18.7000,2012-09-03T17:17:34.300000Z,  2.2000, 10.3053, 18.5441, 18.7000
 46.8570, 38.3450,  4.1000,2012-09-03T20:11:43.800000Z,  1.9000,  9.3539, 10.5506,  4.1000
 46.6500, 38.3890, 15.4000,2012-09-03T22:23:46.100000Z,  1.5000, -8.7367, 15.4341, 15.4000
 46.7990, 38.3830, 10.0000,2012-09-03T23:30:50.500000Z,  1.2000,  4.2813, 14.7645, 10.0000
 46.7760, 38.3620,  4.1000,2012-09-03T23:59:57.400000Z,  1.2000,  2.2724, 12.4326,  4.1000
 46.7670, 38.4010, 24.5000,2012-09-04T00:21:16.100000Z,  1.5000,  1.4850, 16.7615, 24.5000
 46.7960, 38.5330, 15.5000,2012-09-04T00:42:55.700000Z,  1.0000,  4.0109, 31.4152, 15.5000
 46.7690, 38.3880, 18.3000,2012-09-04T00:50:38.300000Z,  2.2000,  1.6600, 15.3185, 18.3000
 46.6270, 38.3850, 18.3000,2012-09-04T02:08:31.000000Z,  1.3000,-10.7467, 14.9925, 18.3000
 46.6660, 38.4050, 19.9000,2012-09-04T02:09:03.700000Z,  1.4000, -7.3372, 17.2088, 19.9000
 46.7160, 38.3840, 20.0000,2012-09-04T03:13:48.500000Z,  2.9000, -2.9707, 14.8749, 20.0000
 46.6850, 38.4010, 19.9000,2012-09-04T04:20:28.600000Z,  2.8000, -5.6779, 16.7634, 19.9000
 46.7060, 38.3840, 19.9000,2012-09-04T05:43:57.000000Z,  2.6000, -3.8444, 14.8753, 19.9000
 46.7670, 38.3800, 18.6000,2012-09-04T08:16:12.500000Z,  2.5000,  1.4854, 14.4305, 18.6000
 46.7190, 38.3430,  4.1000,2012-09-04T13:55:56.900000Z,  2.2000, -2.7101, 10.3237,  4.1000
 46.7000, 38.3730,  4.2000,2012-09-04T14:21:11.300000Z,  1.8000, -4.3693, 13.6545,  4.2000
 46.8160, 38.3900, 19.1000,2012-09-04T17:25:39.300000Z,  2.3000,  5.7661, 15.5424, 19.1000
 46.8060, 38.3660, 14.9000,2012-09-04T17:52:32.500000Z,  1.2000,  4.8941, 12.8778, 14.9000
 46.7070, 38.4260, 29.3000,2012-09-04T18:15:09.500000Z,  1.2000, -3.7549, 19.5374, 29.3000
 46.7810, 38.3940, 17.3000,2012-09-04T18:33:30.700000Z,  1.3000,  2.7082, 15.9848, 17.3000
 46.8150, 38.4060, 17.1000,2012-09-04T19:17:58.700000Z,  1.4000,  5.6775, 17.3184, 17.1000
 47.0520, 38.3320,  4.2000,2012-09-04T22:42:57.800000Z,  0.7000, 26.4054,  9.1453,  4.2000
 46.7950, 38.3410,  5.0000,2012-09-04T23:53:45.000000Z,  1.0000,  3.9341, 10.1021,  5.0000
 46.8050, 38.4330, 10.0000,2012-09-05T01:28:05.300000Z,  1.5000,  4.8023, 20.3150, 10.0000
 46.6370, 38.4410, 16.4000,2012-09-05T03:02:42.200000Z,  2.6000, -9.8654, 21.2076, 16.4000
 46.7030, 38.4030, 15.3000,2012-09-05T09:33:45.800000Z,  3.9000, -4.1054, 16.9845, 15.3000
 46.6710, 38.4530, 13.6000,2012-09-05T12:14:04.100000Z,  2.9000, -6.8959, 22.5366, 13.6000
 46.7950, 38.4040, 18.7000,2012-09-05T15:07:19.600000Z,  1.7000,  3.9307, 17.0954, 18.7000
 46.6840, 38.3880, 20.0000,2012-09-05T16:00:06.800000Z,  2.2000, -5.7663, 15.3204, 20.0000
 46.8670, 38.3680, 15.0000,2012-09-05T17:14:36.600000Z,  2.0000, 10.2248, 13.1048, 15.0000
 46.6490, 38.3850, 19.9000,2012-09-05T18:47:38.800000Z,  2.4000, -8.8245, 14.9902, 19.9000
 46.8110, 38.4230, 19.0000,2012-09-05T19:03:13.400000Z,  2.2000,  5.3269, 19.2053, 19.0000
 46.7820, 38.3880, 18.0000,2012-09-05T21:26:41.800000Z,  1.6000,  2.7958, 15.3188, 18.0000
 46.8470, 38.4200,  5.9000,2012-09-05T23:48:36.900000Z,  2.0000,  8.4709, 18.8749,  5.9000
 46.7880, 38.4220, 20.0000,2012-09-06T01:19:42.200000Z,  2.3000,  3.3184, 19.0932, 20.0000
 46.8540, 38.3940, 18.4000,2012-09-06T02:19:16.100000Z,  2.4000,  9.0855, 15.9895, 18.4000
 46.6380, 38.3900, 19.7000,2012-09-06T08:51:17.500000Z,  2.0000, -9.7849, 15.5463, 19.7000
 46.8150, 38.4050, 13.6000,2012-09-06T10:38:30.900000Z,  2.2000,  5.6776, 17.2074, 13.6000
 46.6590, 38.4080, 20.0000,2012-09-06T20:23:33.700000Z,  2.1000, -7.9483, 17.5424, 20.0000
 46.8510, 38.3970, 19.9000,2012-09-06T20:33:21.600000Z,  2.1000,  8.8231, 16.3222, 19.9000
 46.8400, 38.3610, 17.5000,2012-09-06T22:02:27.100000Z,  1.8000,  7.8660, 12.3251, 17.5000
 46.6860, 38.3900, 19.8000,2012-09-06T22:07:25.400000Z,  1.5000, -5.5914, 15.5423, 19.8000
 46.6920, 38.4050, 19.5000,2012-09-06T23:38:04.600000Z,  1.3000, -5.0661, 17.2070, 19.5000
 46.7860, 38.3870, 14.5000,2012-09-06T23:56:03.800000Z,  1.2000,  3.1453, 15.2080, 14.5000
 47.0470, 38.4360,  4.2000,2012-09-07T02:35:38.000000Z,  1.4000, 25.9311, 20.6883,  4.2000
 46.7720, 38.6730,  4.1000,2012-09-07T05:41:29.300000Z,  1.5000,  1.9145, 46.9557,  4.1000
 46.7070, 38.3880, 20.0000,2012-09-07T12:46:24.200000Z,  3.1000, -3.7568, 15.3192, 20.0000
 46.8020, 38.4280, 20.0000,2012-09-07T16:10:54.600000Z,  2.6000,  4.5406, 19.7598, 20.0000
 46.6440, 38.3840, 15.9000,2012-09-07T16:49:54.200000Z,  1.7000, -9.2615, 14.8797, 15.9000
 46.8150, 38.3990, 16.9000,2012-09-07T17:25:50.400000Z,  2.0000,  5.6780, 16.5414, 16.9000
 46.8390, 38.1920, 15.4000,2012-09-07T17:48:16.600000Z,  1.4000,  7.7967, -6.4343, 15.4000
 46.7030, 38.3860, 17.8000,2012-09-07T17:53:54.400000Z,  1.6000, -4.1064, 15.0974, 17.8000
 46.7770, 38.4360, 19.2000,2012-09-07T19:17:21.100000Z,  2.5000,  2.3574, 20.6469, 19.2000
 46.6960, 38.3800, 19.3000,2012-09-07T19:29:15.600000Z,  2.5000, -4.7184, 14.4317, 19.3000
 46.8120, 38.3530, 11.1000,2012-09-07T19:49:29.400000Z,  1.4000,  5.4194, 11.4350, 11.1000
 46.8100, 38.3750, 14.5000,2012-09-07T20:00:06.700000Z,  1.7000,  5.2430, 13.8770, 14.5000
 46.8130, 38.3900, 13.8000,2012-09-07T20:47:22.700000Z,  1.4000,  5.5040, 15.5422, 13.8000
 46.6670, 38.3650,  4.5000,2012-09-07T21:33:48.800000Z,  1.7000, -7.2538, 12.7685,  4.5000
 46.8930, 38.3940, 17.9000,2012-09-07T21:36:57.000000Z,  2.1000, 12.4926, 15.9940, 17.9000
 46.8370, 38.3640,  4.1000,2012-09-07T23:37:53.000000Z,  1.3000,  7.6035, 12.6578,  4.1000
 46.7460, 38.4620, 19.9000,2012-09-08T00:53:36.900000Z,  2.2000, -0.3491, 23.5327, 19.9000
 46.7590, 38.3700, 14.7000,2012-09-08T01:12:29.800000Z,  1.4000,  0.7865, 13.3203, 14.7000
 46.8500, 38.4150, 22.6000,2012-09-08T02:31:18.500000Z,  1.3000,  8.7335, 18.3202, 22.6000
 46.6450, 38.3980, 15.1000,2012-09-08T04:16:15.300000Z,  2.3000, -9.1724, 16.4336, 15.1000
 46.6320, 38.3600, 20.3000,2012-09-08T04:46:49.400000Z,  1.6000,-10.3134, 12.2168, 20.3000
 46.6930, 38.3930, 16.1000,2012-09-08T06:52:30.700000Z,  3.2000, -4.9796, 15.8749, 16.1000
 46.7640, 38.3970, 13.5000,2012-09-08T08:30:03.600000Z,  2.5000,  1.2230, 16.3175, 13.5000
 46.7820, 38.3150, 11.4000,2012-09-08T09:38:37.500000Z,  2.0000,  2.7986,  7.2156, 11.4000
 46.6640, 38.3870,  4.2000,2012-09-08T14:01:12.300000Z,  1.9000, -7.5137, 15.2108,  4.2000
 46.8380, 38.3900, 13.2000,2012-09-08T20:35:44.300000Z,  3.6000,  7.6882, 15.5440, 13.2000
 46.8000, 38.3870, 12.6000,2012-09-08T21:04:44.800000Z,  1.6000,  4.3685, 15.2085, 12.6000
 46.6860, 38.4600,  5.3000,2012-09-08T21:24:06.300000Z,  2.0000, -5.5860, 23.3126,  5.3000
 46.7290, 38.3740, 14.2000,2012-09-09T04:50:27.700000Z,  1.6000, -1.8351, 13.7645, 14.2000
 46.8570, 38.4020, 18.3000,2012-09-09T10:08:20.400000Z,  3.0000,  9.3466, 16.8778, 18.3000
 46.6840, 38.3610, 19.0000,2012-09-09T13:58:17.900000Z,  2.7000, -5.7684, 12.3233, 19.0000
 46.6790, 38.3770,  4.3000,2012-09-09T17:40:01.700000Z,  1.6000, -6.2041, 14.0997,  4.3000
 46.6320, 38.3910, 16.9000,2012-09-09T20:25:44.300000Z,  2.0000,-10.3090, 15.6579, 16.9000
 46.6460, 38.4290, 20.0000,2012-09-09T22:06:59.800000Z,  2.0000, -9.0811, 19.8746, 20.0000
 46.6670, 38.3830, 10.3000,2012-09-09T22:07:57.600000Z,  1.4000, -7.2520, 14.7666, 10.3000
 46.8820, 38.3480,  9.3000,2012-09-09T22:50:38.600000Z,  1.8000, 11.5389, 10.8865,  9.3000
 46.7290, 38.4320, 16.3000,2012-09-10T01:47:02.600000Z,  1.7000, -1.8336, 20.2028, 16.3000
 46.8230, 38.4060, 18.8000,2012-09-10T02:02:12.700000Z,  2.9000,  6.3763, 17.3189, 18.8000
 46.7160, 38.3970, 20.0000,2012-09-10T08:55:50.000000Z,  3.8000, -2.9701, 16.3179, 20.0000
 46.7370, 38.2300, 15.2000,2012-09-10T13:28:35.400000Z,  2.0000, -1.1382, -2.2199, 15.2000
 46.6510, 38.3830,  4.6000,2012-09-10T17:25:44.600000Z,  1.8000, -8.6500, 14.7680,  4.6000
 46.7910, 38.4810, 24.3000,2012-09-10T19:32:17.900000Z,  1.9000,  3.5775, 25.6426, 24.3000
 46.5380, 38.4050, 20.0000,2012-09-11T00:09:48.400000Z,  1.1000,-18.5176, 17.2267, 20.0000
 46.7880, 38.3960, 17.0000,2012-09-11T03:23:33.000000Z,  2.3000,  3.3196, 16.2071, 17.0000
 46.6600, 38.3840, 17.5000,2012-09-11T03:25:33.200000Z,  2.3000, -7.8635, 14.8782, 17.5000
 46.6580, 38.4060, 20.0000,2012-09-11T10:30:33.100000Z,  3.3000, -8.0358, 17.3204, 20.0000
 46.8140, 38.3500,  4.1000,2012-09-11T16:30:16.400000Z,  1.2000,  5.5945, 11.1022,  4.1000
 46.9360, 38.3250,  4.2000,2012-09-11T17:38:52.700000Z,  1.8000, 16.2645,  8.3415,  4.2000
 46.9060, 38.3560, 12.5000,2012-09-11T21:41:12.300000Z,  1.8000, 13.6354, 11.7777, 12.5000
 46.7220, 38.4290, 20.7000,2012-09-11T22:48:26.100000Z,  2.0000, -2.4449, 19.8699, 20.7000
 46.6400, 38.3600,  4.1000,2012-09-12T09:15:43.700000Z,  2.0000, -9.6142, 12.2160,  4.1000
 46.6420, 38.3960,  4.2000,2012-09-12T10:03:30.100000Z,  2.3000, -9.4347, 16.2119,  4.2000
 46.6870, 38.3740, 19.8000,2012-09-12T12:44:25.500000Z,  1.5000, -5.5052, 13.7662, 19.8000
 46.6750, 38.3950, 14.7000,2012-09-12T12:59:24.900000Z,  2.9000, -6.5520, 16.0980, 14.7000
 46.6260, 38.3920, 14.2000,2012-09-12T20:33:52.300000Z,  1.4000,-10.8330, 15.7696, 14.2000
 46.5410, 38.4540, 12.2000,2012-09-12T20:41:41.400000Z,  1.8000,-18.2433, 22.6653, 12.2000
 46.6640, 38.3850,  4.1000,2012-09-12T22:46:04.300000Z,  1.3000, -7.5139, 14.9888,  4.1000
 46.6950, 38.3980, 18.6000,2012-09-12T23:11:17.200000Z,  0.7000, -4.8046, 16.4298, 18.6000
 46.6700, 38.4400, 15.9000,2012-09-13T00:19:47.900000Z,  1.7000, -6.9844, 21.0936, 15.9000
 46.6620, 38.3720, 14.1000,2012-09-13T01:51:45.600000Z,  1.7000, -7.6901, 13.5460, 14.1000
 46.8570, 38.4130, 19.8000,2012-09-13T04:27:37.300000Z,  2.1000,  9.3451, 18.0989, 19.8000
 46.8760, 38.4200, 18.0000,2012-09-13T12:12:12.800000Z,  2.5000, 11.0035, 18.8780, 18.0000
 46.7230, 38.3830, 19.8000,2012-09-13T14:15:49.000000Z,  1.6000, -2.3591, 14.7637, 19.8000
 46.6250, 38.3730,  4.2000,2012-09-13T14:51:28.900000Z,  2.1000,-10.9232, 13.6607,  4.2000
 46.8500, 38.3460,  9.1000,2012-09-13T16:48:09.700000Z,  1.7000,  8.7418, 10.6609,  9.1000
 46.7640, 38.3860, 18.1000,2012-09-13T17:42:24.300000Z,  1.9000,  1.2232, 15.0964, 18.1000
 46.6370, 38.3820, 13.6000,2012-09-13T18:19:28.100000Z,  1.8000, -9.8734, 14.6584, 13.6000
 46.8040, 38.3590, 11.6000,2012-09-13T19:05:15.200000Z,  1.8000,  4.7197, 12.1006, 11.6000
 46.6940, 38.3980, 20.0000,2012-09-13T19:45:20.200000Z,  3.2000, -4.8919, 16.4299, 20.0000
 46.8780, 38.3760, 16.6000,2012-09-13T22:30:03.900000Z,  1.6000, 11.1849, 13.9941, 16.6000
 46.6610, 38.3830, 15.0000,2012-09-13T22:57:56.000000Z,  1.6000, -7.7763, 14.7671, 15.0000
 46.7130, 38.3950, 28.4000,2012-09-13T23:56:12.600000Z,  1.0000, -3.2323, 16.0960, 28.4000
 46.8250, 38.3990, 17.5000,2012-09-14T00:42:36.500000Z,  2.5000,  6.5516, 16.5421, 17.5000
 46.6420, 38.3930, 14.9000,2012-09-14T02:19:37.900000Z,  3.5000, -9.4351, 15.8789, 14.9000
 46.7920, 38.3620, 11.1000,2012-09-14T13:21:02.000000Z,  1.8000,  3.6708, 12.4331, 11.1000
 46.6160, 38.4430, 19.4000,2012-09-14T14:32:33.100000Z,  2.6000,-11.6984, 21.4321, 19.4000
 46.7840, 38.3940, 13.4000,2012-09-14T16:41:04.700000Z,  2.4000,  2.9703, 15.9849, 13.4000
 46.7730, 38.3860, 19.1000,2012-09-15T11:01:17.200000Z,  2.6000,  2.0095, 15.0966, 19.1000
 46.8100, 38.4110, 18.7000,2012-09-15T19:19:20.800000Z,  2.2000,  5.2404, 17.8732, 18.7000
 46.7990, 38.3670, 12.0000,2012-09-15T20:28:28.900000Z,  1.5000,  4.2823, 12.9884, 12.0000
 46.8440, 38.3660, 18.3000,2012-09-15T21:17:10.900000Z,  1.7000,  8.2151, 12.8805, 18.3000
 46.5860, 38.3960,  3.5000,2012-09-16T01:01:33.700000Z,  0.9000,-14.3267, 16.2191,  3.5000
 46.8470, 38.4050, 18.4000,2012-09-16T17:12:51.100000Z,  2.4000,  8.4727, 17.2099, 18.4000
 46.7190, 38.3400,  4.1000,2012-09-16T18:06:51.200000Z,  2.5000, -2.7102,  9.9906,  4.1000
 46.7700, 38.3390, 12.6000,2012-09-16T19:48:09.300000Z,  1.3000,  1.7485,  9.8794, 12.6000
 46.7130, 38.3900, 18.4000,2012-09-16T22:59:03.500000Z,  1.5000, -3.2325, 15.5410, 18.4000
